order_date,sales_region_code,item_code,first_cate_code,second_cate_code,sales_chan_name,item_price,ord_qty,is_holiday,season,period,on_sale,year
2018-9-20,101,21431,302,408,offline,1004,206,0,Summer,mid,0,
2018-9-20,101,20842,308,404,offline,659,42,0,Summer,mid,0,
2018-9-20,101,20323,305,412,offline,108,607,0,Summer,mid,0,
2018-9-20,101,21068,305,412,offline,335,108,0,Summer,mid,0,
2018-9-20,101,20561,303,401,offline,1910,54,0,Summer,mid,0,
2018-9-20,101,21016,308,404,online,959,206,0,Summer,mid,0,
2018-9-20,101,20368,306,407,offline,673,152,0,Summer,mid,0,
2018-9-20,101,20113,308,404,offline,1059,35,0,Summer,mid,0,
2018-9-20,102,20561,303,401,offline,1915,19,0,Summer,mid,0,
2018-9-20,102,20457,305,412,offline,187,32,0,Summer,mid,0,
2018-9-20,102,21703,305,412,offline,462,27,0,Summer,mid,0,
2018-9-20,102,21502,302,408,offline,908,25,0,Summer,mid,0,
2018-9-20,102,20738,305,412,offline,6006,5,0,Summer,mid,0,
2018-9-20,102,21617,303,401,offline,2457,13,0,Summer,mid,0,
2018-9-20,102,21940,303,401,offline,3012,9,0,Summer,mid,0,
2018-9-20,102,20738,305,412,offline,6004,9,0,Summer,mid,0,
2018-9-20,102,20712,306,407,offline,848,54,0,Summer,mid,0,
2018-9-20,102,20696,305,412,offline,380.5,44,0,Summer,mid,0,
2018-9-20,101,20768,308,404,online,1251,43,0,Summer,mid,0,
2018-9-20,101,20932,303,401,offline,1056,307,0,Summer,mid,0,
2018-9-20,101,21061,308,404,online,938,59,0,Summer,mid,0,
2018-9-20,101,20653,305,412,online,291,40,0,Summer,mid,0,
2018-9-20,101,20896,307,403,online,496,64,0,Summer,mid,0,
2018-9-20,101,21814,306,407,offline,734,4,0,Summer,mid,0,
2018-9-20,102,20636,306,407,offline,936,10,0,Summer,mid,0,
2018-9-20,101,21883,306,407,offline,656,7,0,Summer,mid,0,
2018-9-20,101,21492,306,407,offline,1511,2,0,Summer,mid,0,
2018-9-20,101,21795,306,407,offline,1189,10,0,Summer,mid,0,
